join_id,doi,title,authors,author_corresponding,author_corresponding_institution,date,version,license,category,jatsxml,abstract,published,node,link_page,link_pdf,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
2020.03.13.990036,10.1101/2020.03.13.990036,Ocular conjunctival inoculation of SARS-CoV-2 can cause mild COVID-19 in Rhesus macaques,"Deng, W.; Bao, L.; Gao, H.; Xiang, Z.; Qu, Y.; Song, Z.; Gong, S.; Liu, J.; Liu, J.; Yu, P.; Qi, F.; Xu, Y.; Li, F.; Xiao, C.; Lv, Q.; Xue, J.; Wei, Q.; Liu, M.; Wang, G.; Wang, S.; Yu, H.; Liu, X.; Zhao, W.; Han, Y.; Qin, C.",Chuan Qin,"Institute of Laboratory Animal Science, Chinese Academy of Medical Sciences",2020-03-30,2,cc_no,Microbiology,https://www.biorxiv.org/content/early/2020/03/30/2020.03.13.990036.source.xml,"The outbreak of Corona Virus Disease 2019 caused by the severe acute respiratory syndrome coronavirus (SARS-CoV-2) is highly transmitted. The potential extra-respiratory transmission routes remain uncertain. Five rhesus macaques were inoculated with 1x106 TCID50 of SARS-CoV-2 via conjunctival (CJ), intratracheal (IT), and intragastric (IG) routes, respectively. Remarkably, the CJ inoculated-macaques developed mild interstitial pneumonia and viral load was detectable in the conjunctival swabs at 1 days post-inoculation (dpi). Only via IT inoculation, viral load was detected in the anal swab at 1-7 dpi and macaque showed weight loss. However, viral load was undetectable after IG inoculation. Comparatively, viral load was higher in the nasolacrimal system but lesions of lung were relatively mild and local via CJ inoculation compared with that via IT inoculation, demonstrating distinct characteristics of virus dispersion. Both the two routes affected the alimentary tract. Therefore the clinicians need to protect eye while working with patients.",1,111,https://www.biorxiv.org/content/10.1101/2020.03.13.990036v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.13.990036v2.full.pdf,_10.1101_2020.03.13.990036.txt,0,NA,0,NA,NA
2020.03.13.991083,10.1101/2020.03.13.991083,Structural and functional conservation of the programmed -1 ribosomal frameshift signal of SARS-CoV-2,"Kelly, J. A.; Olson, A. N.; Neupane, K.; Munshi, S.; San Emerterio, J.; Pollack, L.; Woodside, M. T.; Dinman, J. D.",Jonathan D. Dinman,University of Maryland,2020-06-15,2,cc_by_nc_nd,Genetics,https://www.biorxiv.org/content/early/2020/06/15/2020.03.13.991083.source.xml,"17 years after the SARS-CoV epidemic, the world is facing the COVID-19 pandemic. COVID-19 is caused by a coronavirus named SARS-CoV-2. Given the most optimistic projections estimating that it will take over a year to develop a vaccine, the best short-term strategy may lie in identifying virus-specific targets for small molecule interventions. All coronaviruses utilize a molecular mechanism called -1 PRF to control the relative expression of their proteins. Prior analyses of SARS-CoV revealed that it employs a structurally unique three-stemmed mRNA pseudoknot to stimulate high rates of -1 PRF, and that it also harbors a -1 PRF attenuation element. Altering -1 PRF activity negatively impacts virus replication, suggesting that this molecular mechanism may be therapeutically targeted. Here we present a comparative analysis of the original SARS-CoV and SARS-CoV-2 frameshift signals. Structural and functional analyses revealed that both elements promote similar rates of -1 PRF and that silent coding mutations in the slippery sites and in all three stems of the pseudoknot strongly ablated -1 PRF activity. The upstream attenuator hairpin activity has also been functionally retained. Small-angle x-ray scattering indicated that the pseudoknots in SARS-CoV and SARS-CoV-2 had the same conformation. Finally, a small molecule previously shown to bind the SARS-CoV pseudoknot and inhibit -1 PRF was similarly effective against -1 PRF in SARS-CoV-2, suggesting that such frameshift inhibitors may provide promising lead compounds to counter the current pandemic.",1,53,https://www.biorxiv.org/content/10.1101/2020.03.13.991083v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.13.991083v2.full.pdf,_10.1101_2020.03.13.991083.txt,1,data availability statement,0,data availability. full datasets of −1 prf assays are available upon request. please contact dr. 6   biorxiv preprint doi,NA
2020.03.16.990317,10.1101/2020.03.16.990317,Recapitulation of SARS-CoV-2 Infection and Cholangiocyte Damage with Human Liver Organoids,"Zhao, B.; Ni, C.; Gao, R.; Wang, Y.; Yang, L.; Wei, J.; Lv, T.; Liang, J.; Zhang, Q.; Xu, W.; Xie, Y.; Wang, X.; Yuan, Z.; Liang, J.; Zhang, R.; Lin, X.",Bing Zhao,"State Key Laboratory of Genetic Engineering, School of Life Sciences, Zhongshan Hospital, Fudan University",2020-03-17,1,cc_by_nc_nd,Cell Biology,https://www.biorxiv.org/content/early/2020/03/17/2020.03.16.990317.source.xml,"The newly emerged pandemic coronavirus, SARS-CoV-2, has posed a significant public health threat worldwide. However, the mode of virus transmission and tissue tropism is not well established yet. Recent findings of substantial liver damage in patients and ACE2+ cholangiocytes in healthy liver tissues prompted us to hypothesize that human liver ductal organoids could serve as a model to determine the susceptibility and mechanisms underlining the liver damage upon SARS-CoV-2 infection. By single-cell RNA sequencing, we found that long-term liver ductal organoid culture preserved the human specific ACE2+ population of cholangiocytes. Moreover, human liver ductal organoids were permissive to SARS-CoV-2 infection and support robust replication. Notably, virus infection impaired the barrier and bile acid transporting functions of cholangiocytes through dysregulation of genes involved in tight junction formation and bile acid transportation, which could explain the bile acid accumulation and consequent liver damage in patients. These results indicate that control of liver damage caused directly by viral infection should be valued in treating COVID-19 patients. Our findings also provide an application of human organoids in investigating the tropism and pathogenesis of SARS-CoV-2, which would facilitate novel drug discovery.",1,184,https://www.biorxiv.org/content/10.1101/2020.03.16.990317v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.16.990317v1.full.pdf,_10.1101_2020.03.16.990317.txt,0,NA,0,NA,NA
2020.03.16.993584,10.1101/2020.03.16.993584,Multiple approaches for massively parallel sequencing of HCoV-19 (SARS-CoV-2) genomes directly from clinical samples,"Xiao, M.; Liu, X.; Ji, J.; Li, M.; Li, J.; Yang, L.; Sun, W.; Ren, P.; Yang, G.; Zhao, J.; Liang, T.; Ren, H.; Chen, T.; Zhong, H.; Song, W.; Wang, Y.; Deng, Z.; Zhao, Y.; Ou, Z.; Wang, D.; Cai, J.; Cheng, X.; Feng, T.; Wu, H.; Gong, Y.; Yang, H.; Wang, J.; Xu, X.; Zhu, S.; Chen, F.; Zhang, Y.; Chen, W.; Li, Y.; Li, J.",Junhua Li,BGI-Shenzhen,2020-03-19,2,cc_by_nc_nd,Genomics,https://www.biorxiv.org/content/early/2020/03/19/2020.03.16.993584.source.xml,"COVID-19 has caused a major epidemic worldwide, however, much is yet to be known about the epidemiology and evolution of the virus. One reason is that the challenges underneath sequencing HCoV-19 directly from clinical samples have not been completely tackled. Here we illustrate the application of amplicon and hybrid capture (capture)-based sequencing, as well as ultra-high-throughput metatranscriptomic (meta) sequencing in retrieving complete genomes, inter-individual and intra-individual variations of HCoV-19 from clinical samples covering a range of sample types and viral load. We also examine and compare the bias, sensitivity, accuracy, and other characteristics of these approaches in a comprehensive manner. This is, to date, the first work systematically implements amplicon and capture approaches in sequencing HCoV-19, as well as the first comparative study across methods. Our work offers practical solutions for genome sequencing and analyses of HCoV-19 and other emerging viruses.",1,196,https://www.biorxiv.org/content/10.1101/2020.03.16.993584v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.16.993584v2.full.pdf,_10.1101_2020.03.16.993584.txt,0,NA,0,NA,NA
2020.03.17.995795,10.1101/2020.03.17.995795,Scientometric Trends for Coronaviruses and Other Emerging Viral Infections,"Kagan, D.; Moran-Gilad, J.; Fire, M.",Dima Kagan,Ben-Gurion University of the Negev,2020-07-23,3,cc_by_nd,Microbiology,https://www.biorxiv.org/content/early/2020/07/23/2020.03.17.995795.source.xml,"COVID-19 is the most rapidly expanding coronavirus outbreak in the past two decades. To provide a swift response to a novel outbreak, prior knowledge from similar outbreaks is essential. Here, we study the volume of research conducted on previous coronavirus outbreaks, specifically SARS and MERS, relative to other infectious diseases by analyzing over 35 million papers from the last 20 years. Our results demonstrate that previous coronavirus outbreaks have been understudied compared to other viruses. We also show that the research volume of emerging infectious diseases is very high after an outbreak and drops drastically upon the containment of the disease. This can yield inadequate research and limited investment in gaining a full understanding of novel coronavirus management and prevention. Independent of the outcome of the current COVID-19 outbreak, we believe that measures should be taken to encourage sustained research in the field.",1,47,https://www.biorxiv.org/content/10.1101/2020.03.17.995795v3?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.17.995795v3.full.pdf,_10.1101_2020.03.17.995795.txt,0,NA,0,NA,NA
2020.03.19.997890,10.1101/2020.03.19.997890,"An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 and multiple endemic, epidemic and bat coronavirus","Sheahan, T. P.; Sims, A. C.; Zhou, S.; Hill, C.; Leist, S. R.; Schaefer, A.; Agostini, M.; Pruijssers, A.; Brown, A. J.; Bluemling, G.; Natchus, M.; Saindane, M.; Kolykhalov, A.; Painter, G.; Swanstrom, R.; Dinnon, K.; Graham, R.; Harcourt, J.; Tamin, A.; Thornburg, N. J.; Montgomery, S. A.; Chappell, J.; Denison, M.; Baric, R. S.",Timothy P Sheahan,University of North Carolina at Chapel Hill,2020-03-20,1,cc_by_nc_nd,Microbiology,https://www.biorxiv.org/content/early/2020/03/20/2020.03.19.997890.source.xml,"Coronaviruses (CoVs) traffic frequently between species resulting in novel disease outbreaks, most recently exemplified by the newly emerged SARS-CoV-2. Herein, we show that the ribonucleoside analog {beta}-D-N4-hydroxycytidine (NHC, EIDD-1931) has broad spectrum antiviral activity against SARS-CoV 2, MERS-CoV, SARS-CoV, and related zoonotic group 2b or 2c Bat-CoVs, as well as increased potency against a coronavirus bearing resistance mutations to another nucleoside analog inhibitor. In mice infected with SARS-CoV or MERS-CoV, both prophylactic and therapeutic administration of EIDD-2801, an orally bioavailable NHC-prodrug (b-D-N4-hydroxycytidine-5-isopropyl ester), improved pulmonary function, and reduced virus titer and body weight loss. Decreased MERS-CoV yields in vitro and in vivo were associated with increased transition mutation frequency in viral but not host cell RNA, supporting a mechanism of lethal mutagenesis. The potency of NHC/EIDD-2801 against multiple coronaviruses, its therapeutic efficacy, and oral bioavailability in vivo, all highlight its potential utility as an effective antiviral against SARS-CoV-2 and other future zoonotic coronaviruses.",1,595,https://www.biorxiv.org/content/10.1101/2020.03.19.997890v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.19.997890v1.full.pdf,_10.1101_2020.03.19.997890.txt,0,NA,0,NA,NA
2020.03.20.000794,10.1101/2020.03.20.000794,COVID-19 Vaccine Candidates: Prediction and Validation of 174 SARS-CoV-2 Epitopes,"Prachar, M.; Justesen, S.; Steen-Jensen, D. B.; Thorgrimsen, S. P.; Jurgons, E.; Winther, O.; Bagger, F. O.",Frederik Otzen Bagger,"Center for Genomic Medicine, Copenhagen University Hospital, Copenhagen, Denmark and UKBB Universitats-Kinderspital, Department of Biomedicine, Basel, 4031 Base",2020-04-06,4,cc_by_nc_nd,Immunology,https://www.biorxiv.org/content/early/2020/04/06/2020.03.20.000794.source.xml,"The recent outbreak of SARS-CoV-2 (2019-nCoV) virus has highlighted the need for fast and efficacious vaccine development. Stimulation of a proper immune response that leads to protection is highly dependent on presentation of epitopes to circulating T-cells via the HLA complex. SARS-CoV-2 is a large RNA virus and testing of all overlapping peptides in vitro to deconvolute an immune response is not feasible. Therefore HLA-binding prediction tools are often used to narrow down the number of peptides to test. We tested 19 epitope-HLA-binding prediction tools, and using an in vitro peptide MHC stability assay, we assessed 777 peptides that were predicted to be good binders across 11 MHC allotypes. In this investigation of potential SARS-CoV-2 epitopes we found that current prediction tools vary in performance when assessing binding stability, and they are highly dependent on the MHC allotype in question. Designing a COVID-19 vaccine where only a few epitope targets are included is therefore a very challenging task. Here, we present 174 SARS-CoV-2 epitopes with high prediction binding scores, validated to bind stably to 11 HLA allotypes. Our findings may contribute to the design of an efficacious vaccine against COVID-19.",1,88,https://www.biorxiv.org/content/10.1101/2020.03.20.000794v4?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.20.000794v4.full.pdf,_10.1101_2020.03.20.000794.txt,1,"supplement, data availability statement",0,the full list of predicted binders (excluding synthetic peptides) can be found in the supplementary material (supplementary data s1).;     data availability all epitopes are available at the vendor webpage (​www.immunitrack.com​) and in supplemental materials (data s2.).   biorxiv preprint doi: https://doi.org/10.1101/2020.03.20.000794; this version posted april 6 2020.   data availability all epitopes are available at the vendor webpage (​www.immunitrack.com​) and in supplemental materials (data s2.).   biorxiv preprint doi,NA
2020.03.20.001008,10.1101/2020.03.20.001008,DIRECT RT-qPCR DETECTION OF SARS-CoV-2 RNA FROM PATIENT NASOPHARYNGEAL SWABS WITHOUT AN RNA EXTRACTION STEP,"Bruce, E. A.; Huang, M.-L.; Perchetti, G. A.; Tighe, S.; Hoffman, J. J.; Laaguiby, P.; Gerrard, D. L.; Nalla, A.; Wei, Y.; Greninger, A. L.; Diehl, S. A.; Shirley, D. J.; Leonard, D. G. B.; Huston, C. D.; Kirkpatrick, B. D.; Dragon, J.; Crothers, J. W.; Jerome, K. R.; Botten, J. W.",Jason W Botten,The University of Vermont,2020-04-06,2,cc_by_nc_nd,Microbiology,https://www.biorxiv.org/content/early/2020/04/06/2020.03.20.001008.source.xml,"The ongoing COVID-19 pandemic has caused an unprecedented need for rapid diagnostic testing. The Centers for Disease Control and Prevention (CDC) and the World Health Organization (WHO) recommend a standard assay that includes an RNA extraction step from a nasopharyngeal (NP) swab followed by reverse transcription-quantitative polymerase chain reaction (RT-qPCR) to detect the purified SARS-CoV-2 RNA. The current global shortage of RNA extraction kits has caused a severe bottleneck to COVID-19 testing. We hypothesized that SARS-CoV-2 RNA could be detected from NP samples via a direct RT-qPCR assay that omits the RNA extraction step altogether, and tested this hypothesis on a series of blinded clinical samples. The direct RT-qPCR approach correctly identified 92% of NP samples (n = 155) demonstrated to be positive for SARS-CoV-2 RNA by traditional clinical diagnostic RT-qPCR that included an RNA extraction. Thus, direct RT-qPCR could be a front-line approach to identify the substantial majority of COVID-19 patients, reserving a repeat test with RNA extraction for those individuals with high suspicion of infection but an initial negative result. This strategy would drastically ease supply chokepoints of COVID-19 testing and should be applicable throughout the world.",1,89,https://www.biorxiv.org/content/10.1101/2020.03.20.001008v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.20.001008v2.full.pdf,_10.1101_2020.03.20.001008.txt,1,supplement,0,full data set for this experiment and controls is provided in supplementary table 1,NA
2020.03.20.999029,10.1101/2020.03.20.999029,Replication of SARS-CoV-2 in human respiratory epithelium,"Milewska, A.; Kula-Pacurar, A.; Wadas, J.; Suder, A.; Szczepanski, A.; Dabrowska, A.; Owczarek, K.; Ochman, M.; Stacel, T.; Rajfur, Z.; Labaj, P. P.; Branicki, W.; Pyrc, K.",Krzysztof Pyrc,"Malopolska Centre of Biotechnology, Jagiellonian University, Gronostajowa 7, 30-387 Krakow, Poland.",2020-03-21,1,cc_no,Microbiology,https://www.biorxiv.org/content/early/2020/03/21/2020.03.20.999029.source.xml,"SARS-CoV-2 emerged by the end of 2019 to rapidly spread in 2020. At present, it is of utmost importance to understand the virus biology and to rapidly assess the potential of existing drugs and develop new active compounds. While some animal models for such studies are under development, most of the research is carried out in the Vero E6 cells. Here, we propose fully differentiated human airway epithelium cultures as a model for studies on the SARS-CoV-2. Further, we also provide basic characteristics of the system.",1,297,https://www.biorxiv.org/content/10.1101/2020.03.20.999029v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.20.999029v1.full.pdf,_10.1101_2020.03.20.999029.txt,0,NA,0,NA,NA
2020.03.20.999730,10.1101/2020.03.20.999730,Identification of antiviral drug candidates against SARS-CoV-2 from FDA-approved drugs,"Jeon, S.; Ko, M.; Lee, J.; Choi, I.; Byun, S. Y.; Park, S.; Shum, D.; Kim, S.",Seungtaek Kim,Institut Pasteur Korea,2020-03-28,3,cc_no,Microbiology,https://www.biorxiv.org/content/early/2020/03/28/2020.03.20.999730.source.xml,"COVID-19 is an emerging infectious disease and was recently declared as a pandemic by WHO. Currently, there is no vaccine or therapeutic available for this disease. Drug repositioning represents the only feasible option to address this global challenge and a panel of 48 FDA-approved drugs that have been pre-selected by an assay of SARS-CoV was screened to identify potential antiviral drug candidates against SARS-CoV-2 infection. We found a total of 24 drugs which exhibited antiviral efficacy (0.1 M < IC50 < 10 M) against SARS-CoV-2. In particular, two FDA-approved drugs - niclosamide and ciclesonide - were notable in some respects. These drugs will be tested in an appropriate animal model for their antiviral activities. In near future, these already FDA-approved drugs could be further developed following clinical trials in order to provide additional therapeutic options for patients with COVID-19.",1,115,https://www.biorxiv.org/content/10.1101/2020.03.20.999730v3?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.20.999730v3.full.pdf,_10.1101_2020.03.20.999730.txt,0,NA,0,NA,NA
2020.03.22.002386,10.1101/2020.03.22.002386,A SARS-CoV-2-Human Protein-Protein Interaction Map Reveals Drug Targets and Potential Drug-Repurposing,"Gordon, D. E.; Jang, G. M.; Bouhaddou, M.; Xu, J.; Obernier, K.; O'meara, M. J.; Guo, J. Z.; Swaney, D. L.; Tummino, T. A.; Huttenhain, R.; Kaake, R. M.; Richards, A. L.; Tutuncuoglu, B.; Foussard, H.; Batra, J.; Haas, K.; Modak, M.; Kim, M.; Haas, P.; Polacco, B. J.; Braberg, H.; Fabius, J. M.; Eckhardt, M.; Soucheray, M.; Bennett, M. J.; Cakir, M.; Mcgregor, M. J.; Li, Q.; Naing, Z. Z. C.; Zhou, Y.; Peng, S.; Kirby, I. T.; Melnyk, J. E.; Chorba, J. S.; Lou, K.; Dai, S. A.; Shen, W.; Shi, Y.; Zhang, Z.; Barrio-Hernandez, I.; Memon, D.; Hernandez-Armenta, C.; Mathy, C. J. P.; Perica, T.; Pilla",Nevan J. Krogan,"QBI COVID-19 Research Group (QCRG), San Francisco, CA, 94158, USA; University of California San Francisco, Quantitative Biosciences Institute (QBI), San Francis",2020-03-27,3,cc_by,Systems Biology,https://www.biorxiv.org/content/early/2020/03/27/2020.03.22.002386.source.xml,"An outbreak of the novel coronavirus SARS-CoV-2, the causative agent of COVID-19 respiratory disease, has infected over 290,000 people since the end of 2019, killed over 12,000, and caused worldwide social and economic disruption1,2. There are currently no antiviral drugs with proven efficacy nor are there vaccines for its prevention. Unfortunately, the scientific community has little knowledge of the molecular details of SARS-CoV-2 infection. To illuminate this, we cloned, tagged and expressed 26 of the 29 viral proteins in human cells and identified the human proteins physically associated with each using affinity-purification mass spectrometry (AP-MS), which identified 332 high confidence SARS-CoV-2-human protein-protein interactions (PPIs). Among these, we identify 66 druggable human proteins or host factors targeted by 69 existing FDA-approved drugs, drugs in clinical trials and/or preclinical compounds, that we are currently evaluating for efficacy in live SARS-CoV-2 infection assays. The identification of host dependency factors mediating virus infection may provide key insights into effective molecular targets for developing broadly acting antiviral therapeutics against SARS-CoV-2 and other deadly coronavirus strains.",1,117,https://www.biorxiv.org/content/10.1101/2020.03.22.002386v3?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.22.002386v3.full.pdf,_10.1101_2020.03.22.002386.txt,1,"field-specific repository, data availability statement",0,all mass spectrometry raw data and search results files have been deposited to the proteomexchange consortium via the pride partner repository with the dataset identifier pxd018117101102.      data deposition. nucleic acids res. 45 d1100,NA
2020.03.23.002931,10.1101/2020.03.23.002931,"Ultra-Low-Cost Integrated Silicon-based Transducer for On-Site, Genetic Detection of Pathogens","Nunez-Bajo, E.; Kasimatis, M.; Cotur, Y.; Asfour, T.; Collins, A.; Tanriverdi, U.; Grell, M.; Kaisti, M.; Senesi, G.; Stevenson, K.; Guder, F.",Firat Guder,Imperial College London,2020-03-25,1,cc_no,Bioengineering,https://www.biorxiv.org/content/early/2020/03/25/2020.03.23.002931.source.xml,"Rapid screening and low-cost diagnosis play a crucial role in choosing the correct course of intervention e.g., drug therapy, quarantine, no action etc. when dealing with highly infectious pathogens. This is especially important if the disease-causing agent has no effective treatment, such as the novel coronavirus SARS-CoV-2 (the pathogen causing COVID-19), and shows no or similar symptoms to other common infections. We report a silicon-based integrated Point-of-Need (PoN) transducer (TriSilix) that can chemically-amplify and detect pathogen-specific sequences of nucleic acids (NA) quantitatively in real-time. Unlike other silicon-based technologies, TriSilix can be produced at wafer-scale in a standard laboratory; we have developed a series of methodologies based on metal-assisted chemical (wet) etching, electroplating, thermal bonding and laser-cutting to enable a cleanroom-free low-cost fabrication that does not require processing in an advanced semiconductor foundry. TriSilix is, therefore, resilient to disruptions in the global supply chain as the devices can be produced anywhere in the world. To create an ultra-low-cost device, the architecture proposed exploits the intrinsic properties of silicon and integrates three modes of operation in a single chip: i) electrical (Joule) heater, ii) temperature sensor (i.e. thermistor) with a negative temperature coefficient that can provide the precise temperature of the sample solution during reaction and iii) electrochemical sensor for detecting target NA. Using TriSilix, the sample solution can be maintained at a single, specific temperature (needed for isothermal amplification of NA such as Recombinase Polymerase Amplification (RPA) or cycled between different temperatures (with a precision of {+/-}1.3{degrees}C) for Polymerase Chain Reaction (PCR) while the exact concentration of amplicons is measured quantitatively and in real-time electrochemically. A single 4-inch Si wafer yields 37 TriSilix chips of 10x10x0.65 mm in size and can be produced in 7 hours, costing ~US $0.35 per device. The system is operated digitally, portable and low power - capable of running up to 35 tests with a 4000 mAh battery (a typical battery capacity of a modern smartphone). We were able to quantitatively detect a 563-bp fragment (Insertion Sequence IS900) of the genomic DNA of M. avium subsp. paratuberculosis (extracted from cultured field samples) through PCR in real-time with a Limit-of-Detection of 20 fg, equivalent to a single bacterium, at the 30th cycle. Using TriSilix, we also detected the cDNA from SARS-CoV-2 (1 pg), through PCR, with high specificity against SARS-CoV (2003).",1,221,https://www.biorxiv.org/content/10.1101/2020.03.23.002931v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.23.002931v1.full.pdf,_10.1101_2020.03.23.002931.txt,0,NA,0,NA,NA
2020.03.23.004176,10.1101/2020.03.23.004176,Structure-based modeling of SARS-CoV-2 peptide/HLA-A02 antigens,"Nerli, S.; Sgourakis, N. G.",Nikolaos G Sgourakis,"University of California, Santa Cruz",2020-03-28,2,cc_no,Immunology,https://www.biorxiv.org/content/early/2020/03/28/2020.03.23.004176.source.xml,"As a first step toward the development of diagnostic and therapeutic tools to fight the Coronavirus disease (COVID-19), it is important to characterize CD8+ T cell epitopes in the SARS-CoV-2 peptidome that can trigger adaptive immune responses. Here, we use RosettaMHC, a comparative modeling approach which leverages existing high-resolution X-ray structures from peptide/MHC complexes available in the Protein Data Bank, to derive physically realistic 3D models for high-affinity SARS-CoV-2 epitopes. We outline an application of our method to model 439 9mer and 279 10mer predicted epitopes displayed by the common allele HLA-A*02:01, and we make our models publicly available through an online database (https://rosettamhc.chemistry.ucsc.edu). As more detailed studies on antigen-specific T cell recognition become available, RosettaMHC models of antigens from different strains and HLA alleles can be used as a basis to understand the link between peptide/HLA complex structure and surface chemistry with immunogenicity, in the context of SARS-CoV-2 infection.",1,248,https://www.biorxiv.org/content/10.1101/2020.03.23.004176v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.23.004176v2.full.pdf,_10.1101_2020.03.23.004176.txt,0,NA,1,NA,the rosettamhc source code is available at https://github.com/snerligit/mhc-pep-threader.
2020.03.23.004580,10.1101/2020.03.23.004580,Identify potent SARS-CoV-2 main protease inhibitors via accelerated free energy perturbation-based virtual screening of existing drugs,"Li, Z.; Li, X.; Huang, Y.-Y.; Wu, Y.; Zhou, L.; Liu, R.; Wu, D.; Zhang, L.; Liu, H.; Xu, X.; Zhang, Y.; Cui, J.; Zhan, C.-G.; Wang, X.; Luo, H.-B.",Hai-Bin Luo,Sun Yat-Sen University,2020-05-28,2,cc_by_nc_nd,Biophysics,https://www.biorxiv.org/content/early/2020/05/28/2020.03.23.004580.source.xml,"Coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has become a global crisis. There is no therapeutic treatment specific for COVID-19. It is highly desirable to identify potential antiviral agents against SARS-CoV-2 from existing drugs available for other diseases and, thus, repurpose them for treatment of COVID-19. In general, a drug repurposing effort for treatment of a new disease, such as COVID-19, usually starts from a virtual screening of existing drugs, followed by experimental validation, but the actual hit rate is generally rather low with traditional computational methods. Here we report a new virtual screening approach with accelerated free energy perturbation-based absolute binding free energy (FEP-ABFE) predictions and its use in identifying drugs targeting SARS-CoV-2 main protease (Mpro). The accurate FEP-ABFE predictions were based on the use of a new restraint energy distribution (RED) function designed to accelerate the FEP-ABFE calculations and make the practical FEP-ABFE-based virtual screening of the existing drug library possible for the first time. As a result, out of twenty-five drugs predicted, fifteen were confirmed as potent inhibitors of SARS-CoV-2 Mpro. The most potent one is dipyridamole (Ki=0.04 M) which has showed promising therapeutic effects in subsequently conducted clinical studies for treatment of patients with COVID-19. Additionally, hydroxychloroquine (Ki=0.36 M) and chloroquine (Ki=0.56 M) were also found to potently inhibit SARS-CoV-2 Mpro for the first time. We anticipate that the FEP-ABFE prediction-based virtual screening approach will be useful in many other drug repurposing or discovery efforts.

Significance StatementDrug repurposing effort for treatment of a new disease, such as COVID-19, usually starts from a virtual screening of existing drugs, followed by experimental validation, but the actual hit rate is generally rather low with traditional computational methods. It has been demonstrated that a new virtual screening approach with accelerated free energy perturbation-based absolute binding free energy (FEP-ABFE) predictions can reach an unprecedently high hit rate, leading to successful identification of 16 potent inhibitors of SARS-CoV-2 main protease (Mpro) from computationally selected 25 drugs under a threshold of Ki = 4 M. The outcomes of this study are valuable for not only drug repurposing to treat COVID-19, but also demonstrating the promising potential of the FEP-ABFE prediction-based virtual screening approach.",1,72,https://www.biorxiv.org/content/10.1101/2020.03.23.004580v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.23.004580v2.full.pdf,_10.1101_2020.03.23.004580.txt,0,NA,0,NA,NA
2020.03.24.005900,10.1101/2020.03.24.005900,Topoisomerase III-beta is required for efficient replication of positive-sense RNA viruses,"Prasanth, K. R.; Hirano, M.; Fagg, W. S.; Mcanarney, E.; Chan, S.; Xie, X.; Hage, A.; Pietzsch, C.; Bukreyev, A.; Rajsbaum, R.; Shi, P.-Y.; Bedford, M.; Bradrick, S.; Menachery, V. D.; Garcia-Blanco, M. A.",Mariano A Garcia-Blanco,University of Texas Medical Branch,2020-03-27,1,cc_by_nc_nd,Microbiology,https://www.biorxiv.org/content/early/2020/03/27/2020.03.24.005900.source.xml,"Based on genome-scale loss-of-function screens we discovered that Topoisomerase III-{beta} (TOP3B), a human topoisomerase that acts on DNA and RNA, is required for yellow fever virus and dengue virus-2 replication. Remarkably, we found that TOP3B is required for efficient replication of all positive-sense-single stranded RNA viruses tested, including SARS-CoV-2. While there are no drugs that specifically inhibit this topoisomerase, we posit that TOP3B is an attractive anti-viral target.",1,255,https://www.biorxiv.org/content/10.1101/2020.03.24.005900v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2020.03.24.005900v1.full.pdf,_10.1101_2020.03.24.005900.txt,0,NA,0,NA,NA
