ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published
8910,Estimating the parameters of SIR model of COVID-19 cases in India during lock down periods,"From the pandemic scenario of COVID-19 disease cases in all over the world, the outbreak prediction becomes very complex for the emerging scientifically research. Several epidemiological mathematical models of spread are increasing day by day to forecast correctly. Here, the classical SIR modelling approach is carried out to study the different parameters of this model in case of India county. This type of approach analyzed by considering different governmental lock down measures in India. There are some assumptions were taken into account for fitting the model in Python simulation in each lock down scenario. The predicted parameters of SIR model showed some improvement in each case of lock down in India. The outcome results showed the extreme interventions should be taken to tackle this type of pandemic situation in near future.

Author approvalThis article does not contain any studies with human participants or animals performed by any of the authors.

Competing interestsThe authors declare no competing interests.

DeclarationsThe authors declare that there is no conflict of interest regarding the publication of this article.

Data availability statementThe working data set used for this study has been submitted to the journal as additional supporting files.

Data availability linksO_LIhttps://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_time_series
C_LIO_LIhttps://www.dropbox.com/sh/akc525jjq3dp485/AADgo6WsT1RBpZqahmj_k-v_a/SIR/italy_fit.py?dl=0.
C_LI","Bagal, D. K.; Rath, A.; Barua, A.; Patnaik, D.",2020-06-04,Epidemiology,10.1101/2020.06.03.20120899,1,Dilip Kumar Bagal,"GOVERNMENT COLLEGE OF ENGINEERING,  KALAHANDI",https://www.medrxiv.org/content/10.1101/2020.06.03.20120899v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.06.03.20120899v1.full.pdf,cc_by_nc_nd,"NA"
20810,Deep learning-based detection of COVID-19 using wearables data,"BackgroundCOVID-19 is an infectious disease caused by SARS-CoV-2 that is primarily diagnosed using laboratory tests, which are frequently not administered until after symptom onset. However, SARS-CoV-2 is contagious multiple days before symptom onset and diagnosis, thus enhancing its transmission through the population.

MethodsIn this retrospective study, we collected 15 seconds to one-minute heart rate and steps interval data from Fitbit devices during the COVID-19 period (February 2020 until June 2020). Resting heart rate was computed by selecting the heart rate intervals where steps were zero for 12 minutes ahead of an interrogated time point. Data for each participant was divided into train or baseline by taking the days before the non-infectious period and test data by taking the days during the COVID-19 infectious period. Data augmentation was used to increase the size of the training days. Here, we developed a deep learning approach based on a Long Short-Term Memory Networks-based autoencoder, called LAAD, to predict COVID-19 infection by detecting abnormal resting heart rate in test data relative to the users baseline.

FindingsWe detected an abnormal resting heart rate during the period of viral infection (7 days before the symptom onset and 21 days after) in 92% (23 out of 25 cases) of patients with laboratory-confirmed COVID-19. In 56% (14) of cases, LAAD detection identified cases in their pre-symptomatic phase whereas 36% (9 cases) were detected after the onset of symptoms with an average precision score of 0{middle dot}91 (SD 0{middle dot}13, 95% CI 0{middle dot}854-0{middle dot}967), a recall score of 0{middle dot}36 (0{middle dot}295, 0{middle dot}232-0{middle dot}487), and a F-beta score of 0{middle dot}79 (0{middle dot}226, 0{middle dot}693-0{middle dot}888). In COVID-19 positive patients, abnormal RHR patterns start 5 days before symptom onset (6{middle dot}9 days in pre-symptomatic cases and 1{middle dot}9 days later in post-symptomatic cases). COVID-19+ patients have longer abnormal resting heart rate periods (89 hours or 3{middle dot}7 days) as compared to healthy individuals (25 hours or 1{middle dot}1 days).

InterpretationThese findings show that deep learning neural networks and wearables data are an effective method for the early detection of COVID-19 infection. Additional validation data will help guide the use of this and similar techniques in real-world infection surveillance and isolation policies to reduce transmission and end the pandemic.

FundingThis work was supported by NIH grants and gifts from the Flu Lab, as well as departmental funding from the Stanford Genetics department. The Google Cloud Platform costs were covered by Google for Education academic research and COVID-19 grant awards.

Research in contextO_ST_ABSEvidence before the studyC_ST_ABSCOVID-19 resulted in up to 1{middle dot}7 million deaths worldwide in 2020. COVID-19 detection using laboratory tests is usually performed after symptom onset. This delay can allow the spread of viral infection and can cause outbreaks. We searched PubMed, Google, and Google Scholar for research articles published in English up to Dec 1, 2020, using common search terms including """"COVID-19 and wearables"""", """"Resting heart rate and viral infection"""", """"Resting heart rate and COVID-19"""", """"machine learning and COVID-19"""" and """"deep-learning and COVID-19"""". Previous studies have attempted to use an elevated resting heart rate as an indicator of viral infection. Although these studies have investigated the early prediction of COVID-19 using resting heart rate and other wearables data, studies to investigate a deep learning-based prediction model with performance evaluation metrics at the user level has not been reported.

Added value of this studyIn this study, we created a deep-learning system that used wearables data such as abnormal resting heart rate to predict COVID-19 before the symptom onset. The deep-learning system was created using retrospective time-series datasets collected from 25 COVID-19+ patients, 11 non-COVID-19, and 70 healthy individuals. To our knowledge, this is the first deep-learning model to identify an early viral infection using wearables data at the user level. This study also greatly extends our previous phase-1 study and factors unpredictable behavior and time-series nature of the data, limited data size, and lack of data labels to evaluate performance metrics. The use of a real-time version of this model using more data along with user feedback may help to scale early detection as the number of patients with COVID-19 continues to grow.

Implications of all the available evidenceIn the future, wearable devices may provide high-resolution sleep, temperature, saturated oxygen, respiration rate, and electrocardiogram, which could be used to further characterize an individuals baseline and improve the deep-learning model performance for infectious disease detection. Using multi-sensor data with a real-time deep-learning model has the potential to alert individuals of illness prior to symptom onset and may greatly reduce the viral spread.","Bogu, G. K.; Snyder, M. P.",2021-01-09,Infectious Diseases,10.1101/2021.01.08.21249474,1,Michael P Snyder,Stanford University,https://www.medrxiv.org/content/10.1101/2021.01.08.21249474v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.01.08.21249474v1.full.pdf,cc_by_nc_nd,"NA"
3505,"Clinical features, Diagnosis, and Treatment of COVID-19: A systematic review of case reports and case series","ObjectivesThe 2019 novel coronavirus (COVID-19) has been declared a public health emergency worldwide. The objective of this systematic review was to characterize the clinical, diagnostic, and treatment characteristics of patients presenting with COVID-19.

MethodsWe conducted a structured search using PubMed/Medline, Embase, Web of Science and the Cochrane Library to collect both case reports and case series on COVID-19 published up to February 30, 2020.

ResultsThirty-four articles were included analyzing a total of 99 patients with a mean age of 46.2 years. The most common presenting symptom in patients who tested positive for COVID-19 was fever, reported in up to 83% of patients from 76.4% of the analyzed studies. Other symptoms including rhinorrhea, dizziness, and chills were less frequently reported. Additionally, in studies which reported C-reactive protein (CRP) measurements (44%), a large majority of patients displayed an elevated CRP (73%). Progression to acute respiratory distress syndrome (ARDS) was the most common complication of patients testing positive for COVID-19 (33%). CT images displayed ground-glass opacification (GGO) patterns (80%) as well as bilateral lung involvement (71.0%). The most commonly used antiviral treatment modalities included, lopinavir (HIV protease inhibitor), arbidiol hydrochloride (influenza fusion inhibitor), and oseltamivir (neuraminidase inhibitor).

ConclusionsDevelopment of ARDS may play a role in estimating disease progression and mortality risk. Early detection of elevations in serum CRP, combined with a clinical COVID-19 symptom presentation may be used as a surrogate marker for presence and severity of disease. There is a paucity of data surrounding the efficacy of treatments. There is currently not a well-established gold standard therapy for the treatment of diagnosed COVID-19. Further prospective investigations are necessary.","Tahvildari, A.; Arbabi, M.; Farsi, Y.; Jamshidi, P.; Hasanzadeh, S.; Calcagno, T. M.; Nasiri, M. J.; Mirsaeidi, M.",2020-04-03,Infectious Diseases,10.1101/2020.03.28.20046151,1,Mehdi Mirsaeidi,"University of Miami Miller School of Medicine, Miami Florida",https://www.medrxiv.org/content/10.1101/2020.03.28.20046151v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.03.28.20046151v1.full.pdf,cc_by_nc_nd,10.3389/fmed.2020.00231
12018,"Detecting Emerging COVID-19 Community Outbreaks at High Spatiotemporal Resolution - New York City, June-July 2020","New York Citys Health Department developed a SARS-CoV-2 percent test positivity cluster detection system using census tract resolution and the SaTScan prospective space-time scan statistic. One cluster led to identifying a gathering with inadequate social distancing where viral transmission likely occurred, and another cluster prompted targeted community testing and outreach.","Greene, S. K.; Peterson, E. R.; Balan, D.; Jones, L.; Culp, G. M.; Fine, A. D.; Kulldorff, M.",2020-08-07,Epidemiology,10.1101/2020.07.18.20156901,2,Sharon K. Greene,New York City Department of Health and Mental Hygiene,https://www.medrxiv.org/content/10.1101/2020.07.18.20156901v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.07.18.20156901v2.full.pdf,cc0,10.3201/eid2705.203583
14046,Chest X-ray image analysis and classification for COVID-19 pneumonia detection using Deep CNN,"In order to speed up the discovery of COVID-19 disease mechanisms, this research developed a new diagnosis platform using deep convolutional neural network (CNN) which is able to assist radiologists with diagnosis by distinguishing COVID-19 pneumonia from non-COVID-19 pneumonia in patients at Middlemore Hospital based on chest X-rays classification and analysis. Such a tool can save time in interpreting chest X-rays and increase the accuracy and thereby enhance our medical capacity for detection and diagnosis COVID-19. The research idea is that a set of X-ray medical lung images (which include normal, infected by bacteria, infected by virus including COVID-19) were used to train a deep CNN which can be able to distinguish between the noise and the useful information and then uses this training to interpret new images by recognizing patterns that indicate certain diseases such as coronavirus infection in the individual images. The supervised learning method is used as the process of learning from the training dataset can be thought of as a doctor supervising the learning process. It becomes more accurate as the number of analyzed images growing. In this way, it imitates the training for a doctor, but the theory is that since it is capable of learning from a far larger set of images than any human, can have the potential of being more accurate.","Gao, T.",2020-10-12,Health Informatics,10.1101/2020.08.20.20178913,2,Terry Gao Sr.,CMDHB,https://www.medrxiv.org/content/10.1101/2020.08.20.20178913v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.08.20.20178913v2.full.pdf,cc_no,"NA"
20107,COVID-19 Network Model to Evaluate Vaccine Strategies towards Herd Immunity,"With more than 60 million confirmed cases and more than 1.5 million deaths, SARS-CoV-2 has paralyzed our societies, leading to self isolation and quarantine for several months. A COVID-19 vaccine remains a critical element in the eventual solution to this public health crisis. Two vaccines are ready to be mass produced and eventually supplied to the population. Here, we develop an epidemiological network model able to represent COVID-19 pandemic dynamics of different countries such as in Italy. Stochastic computational simulations identify the necessary number of vaccines and vaccine efficacy thresholds capable of preventing an epidemic whilst adhering to lockdown guidelines. Assuming a vaccine efficacy of 100% in a mass vaccination program, at least 60% of a given population should be vaccinated to obtain herd immunity. Otherwise, new waves of COVID-19 would be reported. However, reaching 60% of the population will be an unprecedented mass immunisation campaign that will take several months and millions of dollars. If the vaccine efficacy reports lower levels of efficacy in practice, then the coverage of vaccination would be needed to be even higher. Simulations suggest that the """"Ring of Vaccination"""" strategy, vaccinating susceptible contact and contact of contacts, would be a more tractable vaccine strategy to prevent the new waves of COVID-19 meanwhile a high percent of the population is vaccinated.","Tetteh, J. N. A.; Nguyen, V. K.; Hernandez Vargas, E. A.",2020-12-22,Epidemiology,10.1101/2020.12.22.20248693,1,Esteban Abelardo Hernandez Vargas,"Frankfurt Institute for Advanced Studies, Instituto de Matematicas, Universidad Nacional Autonoma de Mexico",https://www.medrxiv.org/content/10.1101/2020.12.22.20248693v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.12.22.20248693v1.full.pdf,cc_by,"NA"
20533,"The Joint Impact of COVID-19 Vaccination and Non-Pharmaceutical Interventions on Infections, Hospitalizations, and Mortality: An Agent-Based Simulation","BackgroundVaccination against SARS-CoV-2 has the potential to significantly reduce transmission and morbidity and mortality due to COVID-19. This modeling study simulated the comparative and joint impact of COVID-19 vaccine efficacy and coverage with and without non-pharmaceutical interventions (NPIs) on total infections, hospitalizations, and deaths.

MethodsAn agent-based simulation model was employed to estimate incident SARS-CoV-2 infections and COVID-19-associated hospitalizations and deaths over 18 months for the State of North Carolina, a population of roughly 10.5 million. Vaccine efficacy of 50% and 90% and vaccine coverage of 25%, 50%, and 75% (at the end of a 6-month distribution period) were evaluated. Six vaccination scenarios were simulated with NPIs (i.e., reduced mobility, school closings, face mask usage) maintained and removed during the period of vaccine distribution.

ResultsIn the worst-case vaccination scenario (50% efficacy and 25% coverage), 2,231,134 new SARS-CoV-2 infections occurred with NPIs removed and 799,949 infections with NPIs maintained. In contrast, in the best-case scenario (90% efficacy and 75% coverage), there were 450,575 new infections with NPIs maintained and 527,409 with NPIs removed. When NPIs were removed, lower efficacy (50%) and higher coverage (75%) reduced infection risk by a greater magnitude than higher efficacy (90%) and lower coverage (25%) compared to the worst-case scenario (absolute risk reduction 13% and 8%, respectively).

ConclusionSimulation results suggest that premature lifting of NPIs while vaccines are distributed may result in substantial increases in infections, hospitalizations, and deaths. Furthermore, as NPIs are removed, higher vaccination coverage with less efficacious vaccines can contribute to a larger reduction in risk of SARS-CoV-2 infection compared to more efficacious vaccines at lower coverage. Our findings highlight the need for well-resourced and coordinated efforts to achieve high vaccine coverage and continued adherence to NPIs before many pre-pandemic activities can be resumed.","Patel, M. D.; Rosenstrom, E.; Ivy, J. S.; Mayorga, M. E.; Keskinocak, P.; Boyce, R. M.; Hassmiller Lich, K.; Smith, R. L.; Johnson, K. T.; Swann, J. L.",2021-01-10,Infectious Diseases,10.1101/2020.12.30.20248888,2,Mehul D Patel,University of North Carolina at Chapel Hill,https://www.medrxiv.org/content/10.1101/2020.12.30.20248888v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.12.30.20248888v2.full.pdf,cc_by_nc_nd,10.1001/jamanetworkopen.2021.10782
7599,A structured model for COVID-19 spread: modelling age and healthcare inequities,"We use a stochastic branching process model, structured by age and level of healthcare access, to look at the heterogeneous spread of COVID-19 within a population. We examine the effect of control scenarios targeted at particular groups, such as school closures or social distancing by older people. Although we currently lack detailed empirical data about contact and infection rates between age groups and groups with different levels of healthcare access within New Zealand, these scenarios illustrate how such evidence could be used to inform specific interventions. We find that an increase in the transmission rates amongst children from reopening schools is unlikely to significantly increase the number of cases, unless this is accompanied by a change in adult behaviour. We also find that there is a risk of undetected outbreaks occurring in communities that have low access to healthcare and that are socially isolated from more privileged communities. The greater the degree of inequity and extent of social segregation, the longer it will take before any outbreaks are detected. Well-established evidence for health inequities, particularly in accessing primary healthcare and testing, indicates that Maori and Pacific peoples are at higher risk of undetected outbreaks in Aotearoa New Zealand. This highlights the importance of ensuring that community needs for access to healthcare, including early proactive testing, rapid contact tracing, and the ability to isolate, are being met equitably. Finally, these scenarios illustrate how information concerning contact and infection rates across different demographic groups may be useful in informing specific policy interventions.","James, A.; Plank, M. J.; Binny, R. N.; Hannah, K.; Hendy, S. C.; Lustig, A.; Steyn, N.",2021-01-12,Epidemiology,10.1101/2020.05.17.20104976,3,Michael J Plank,University of Canterbury,https://www.medrxiv.org/content/10.1101/2020.05.17.20104976v3?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.05.17.20104976v3.full.pdf,cc_by_nc_nd,10.1093/imammb/dqab006
4363,A High-Coverage SARS-CoV-2 Genome Sequence Acquired by Target Capture Sequencing,"This manuscript is based on the method we developed urgently to deal with the research requirement in the conflict between achieving a complete genome sequence for the evolutionary history of SARS-CoV-2 study and the low viral RNA concentration. Here, in this manuscript, we developed a set of SARS-CoV-2 enrichment probes to increase the sensitivity of sequence-based virus detection and characterization via obtaining the comprehensive genome sequence. Following the CDC health and safety guidelines, we test the concept using the culturing supernatant contain SARS-CoV-2 particles, and its full-length sequence was used for further analysis. The fraction of SARS-CoV-2 endogenous DNA was 93.47% with Cluster Factor about 1.1, which demonstrate that the numbers of mapped reads to SARS-CoV-2 reference sequence significantly increased, compared to metagenomic sequencing technology, following SARS-CoV-2 probe enrichment. Moreover, based on the high-quality sequence, we discussed the heterozygosity and viral expression during replication of coronavirus, and its phylogenetic relationship with other selected high-quality samples from The Genome Variation Map (GVM) (on 2020/03/22). We believe this manuscript is valuable for all the researchers who are interested in using clinical warp samples to obtain the high coverage of SARS-CoV-2 genome sequence with a relatively low concentration of viral particles. This would allow the clinician to correlate the diagnostic data with molecular monitoring in viral evolutional, the most importantly, to track the functional mutation of SARS-CoV-2.","Wen, S.; Zhang, X.",2020-04-15,Infectious Diseases,10.1101/2020.04.11.20061507,1,Shaoqing Wen,Fudan University,https://www.medrxiv.org/content/10.1101/2020.04.11.20061507v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.11.20061507v1.full.pdf,cc_by_nc_nd,10.1002/jmv.26116
23348,"Evaluation of sample collection and transport strategies to enhance yield, accessibility, and biosafety of COVID-19 RT-PCR testing","Sensitive, accessible, and biosafe sampling methods for COVID-19 reverse-transcriptase polymerase chain reaction (RT-PCR) assays are needed for frequent and widespread testing. We systematically evaluated diagnostic yield across different sample collection and transport workflows, including the incorporation of a viral inactivation buffer. We prospectively collected nasal swabs, oral swabs, and saliva, from 52 COVID-19 RT-PCR-confirmed patients, and nasopharyngeal (NP) swabs from 37 patients. Nasal and oral swabs were placed in both viral transport media (VTM) and eNAT, a sterilizing transport buffer, prior to testing with the Xpert Xpress SARS-CoV-2 (Xpert) test. The sensitivity of each sampling strategy was compared using a composite positive standard. Overall, swab specimens collected in eNAT showed superior sensitivity compared to swabs in VTM (70% vs 57%, P=0.0022). Direct saliva 90.5%, (95% CI: 82%, 95%), followed by NP swabs in VTM and saliva in eNAT, was significantly more sensitive than nasal swabs in VTM (50%, P<0.001) or eNAT (67.8%, P=0.0012) and oral swabs in VTM (50%, P<0.0001) or eNAT (56%, P<0.0001). Saliva and use of eNAT buffer each increased detection of SARS-CoV-2 with the Xpert test; however, no single sample matrix identified all positive cases.","Banada, P. P.; Park, C.; Elson, D.; Daivaa, N.; Desind, S.; Kwiatkowski, R.; Chakravorty, S.; Alland, D.; Xie, Y. L.",2021-03-05,Infectious Diseases,10.1101/2021.03.03.21251172,1,Yingda L Xie,Rutgers New Jersey Medical School,https://www.medrxiv.org/content/10.1101/2021.03.03.21251172v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.03.03.21251172v1.full.pdf,cc_no,"NA"
4291,Application of COVID-19 pneumonia diffusion data to predict epidemic situation,"ObjectiveTo evaluate novel coronavirus pneumonia cases by establishing the mathematical model of the number of confirmed cases daily, and to assess the current situation and development of the epidemic situation, so as to provide a digital basis for decision-making.

MethodsThe number of newly confirmed covid-19 cases per day was taken as the research object, and the seven-day average value (M) and the sequential value (R) of M were calculated to study the occurrence and development of covid-19 epidemic through the analysis of charts and data.

ResultsM reflected the current situation of epidemic development; R reflected the current level of infection and the trend of epidemic development.

ConclusionThe current data can be used to evaluate the number of people who have been infected, and when R < 1, the peak of epidemic can be predicted.

PrefaceIn December 2019, a number of cases of pneumonia with unknown causes were found in some hospitals in Wuhan, Hubei province, China. On 11 March 2020, the director-general of the world health organization (WHO), Tedros Adhanom Ghebreyesus, announced that based on the assessment, WHO believes that the current outbreak of COVID-19 can be called a global pandemic. By early April 2020, there were more than one million confirmed cases worldwide.

COVID-19 has developed from sporadic cases to pandemic in a short period of 3 months. The analysis and research of its infectious data will help to prevent and control the next stage of epidemic prevention and other infectious diseases in the future.

In this paper, COVID-19 rounded average of seven days (M), and Ms ring ratio (R) are used to predict the current potential patients data, and the relative state of epidemic prevention and control is judged through the graphic features and characteristic data, so as to provide evidence for the prevention and control decisions.","Wu, Z.",2020-04-14,Epidemiology,10.1101/2020.04.11.20061432,1,Zhenguo Wu,Xi\'an Jioatong University,https://www.medrxiv.org/content/10.1101/2020.04.11.20061432v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.11.20061432v1.full.pdf,cc_no,"NA"
22459,A surrogate virus neutralization test to quantify antibody-mediated inhibition of SARS-CoV-2 in finger stick dried blood spot samples,"BackgroundThe spike protein of SARS-CoV-2 engages the human angiotensin-converting enzyme 2 (ACE2) receptor to enter host cells, and neutralizing antibodies are effective at blocking this interaction to prevent infection. Widespread application of this important marker of protective immunity is limited by logistical and technical challenges associated with live virus methods and venous blood collection. To address this gap, we validated an immunoassay-based method for quantifying neutralization of the spike-ACE2 interaction in a single drop of capillary whole blood, collected on filter paper as a dried blood spot (DBS) sample.

MethodsSamples are eluted overnight and incubated in the presence of spike antigen and ACE2 in a 96-well solid phase plate. Competitive immunoassay with electrochemiluminescent label is used to quantify neutralizing activity. The following measures of assay performance were evaluated: dilution series of confirmed positive and negative samples, agreement with results from matched DBS-serum samples, analysis of results from DBS samples with known COVID-19 status, and precision (intra-assay percent coefficient of variation; %CV) and reliability (inter-assay; %CV).

ResultsDilution series produced the expected pattern of dose-response. Agreement between results from serum and DBS samples was high, with concordance correlation = 0.991. Analysis of three control samples across the measurement range indicated acceptable levels of precision and reliability. Median % neutralization was 46.9 for PCR confirmed convalescent COVID-19 samples and 0.1 for negative samples.

ConclusionsLarge-scale testing is important for quantifying neutralizing antibodies that can provide protection against COVID-19 in order to estimate the level of immunity in the general population. DBS provides a minimally-invasive, low cost alternative to venous blood collection, and this scalable immunoassay-based method for quantifying neutralization of the spike-ACE2 interaction can be used as a surrogate for virus-based assays to expand testing across a wide range of settings and populations.","Sancilio, A.; D'aquila, R.; Mcnally, E.; Velez, M.; Ison, M.; Demonbreun, A. R.; Mcdade, T. W.",2021-02-16,Infectious Diseases,10.1101/2021.02.14.21251709,1,Thomas W Mcdade,Northwestern University,https://www.medrxiv.org/content/10.1101/2021.02.14.21251709v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.02.14.21251709v1.full.pdf,cc_by_nc_nd,"NA"
12851,Impact of COVID-19 mitigation measures on the incidence of preterm birth: a national quasi-experimental study,"IntroductionPreterm birth is the leading cause of child mortality globally, with many survivors experiencing long-term adverse consequences. Preliminary evidence suggests that preterm births dropped dramatically following implementation of policy measures aimed at mitigating the impact of the COVID-19 pandemic.

MethodsWe undertook a national quasi-experimental difference-in-regression-discontinuity approach to study the impact of the COVID-19 mitigation measures implemented in the Netherlands in a stepwise fashion on 9, 15, and 23 March 2020 on the incidence of preterm birth. We used data from the neonatal dried blood spot screening programme (2010-2020) and cross-validated these against national perinatal registry data. Stratified analyses were conducted according to gestational age subgroups, and sensitivity analyses to assess robustness of the findings. We explored potential effect modification by neighbourhood socio-economic status.

ResultsData on 1,599,547 singleton newborns were available, including 56,720 post-implementation births. Consistent reductions in preterm birth were seen across various time windows surrounding implementation of the 9 March COVID-19 mitigation measures: {+/-}2 months (n=531,823): odds ratio 0.77 (95% confidence interval 0.66-0.91), p=0.002; {+/-}3 months (n=796,531): 0.85 (0.73-0.98), p=0.028; {+/-}4 months (n=1,066,872): 0.84 (0.73-0.97), p=0.023. Decreases observed following the 15 March measures were of smaller magnitude and not statistically significant. No changes were observed after 23 March. Preterm birth reductions after 9 March were consistent across gestational age strata and robust in sensitivity analyses. They appeared confined to high-socioeconomic status neighbourhoods, but effect modification was not statistically significant.

ConclusionIn this national quasi-experimental study, initial implementation of COVID-19 mitigation measures was associated with a 15-23% drop in preterm births in the following months, in agreement with preliminary observations in other countries. It is now of pivotal importance that integration of comparable data from across the globe is undertaken to further substantiate these findings and start exploring the underlying mechanisms.","Been, J. V.; Burgos Ochoa, L.; Bertens, L. C.; Schoenmakers, S.; Steegers, E. A.; Reiss, I. K.",2020-08-04,Pediatrics,10.1101/2020.08.01.20160077,1,Jasper V Been,Erasmus MC,https://www.medrxiv.org/content/10.1101/2020.08.01.20160077v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.08.01.20160077v1.full.pdf,cc_by_nc_nd,10.1016/s2468-2667(20)30223-1
6041,"Vitamin D status, body mass index, ethnicity and COVID-19: Initial analysis of the first-reported UK Biobank COVID-19 positive cases (n 580) compared with negative controls (n 723)","In this short report we present a preliminary assessment of the serum 25-hydroxyvitamin D status (25(OH)D), body mass index (BMI), ethnicity and other lifestyle factors in the first-reported UK Biobank COVID-19 positive cases (n 580) compared with negative controls (n 723). The COVID-19 cases include those who have been treated as a hospital inpatient as well as those who have not, and are from England only. Mean (SD) for age was 57.5 (8.7) in positive cases and 57.9 (8.7) in negative controls.","Darling, A. L.; Ahmadi, K. R.; Ward, K. A.; Harvey, N. C.; Couto Alves, A.; Dunn-Waters, D. K.; Lanham-New, S. A.; Cooper, C.; Blackbourn, D. J.",2020-05-05,Infectious Diseases,10.1101/2020.04.29.20084277,1,Andrea L Darling,University of Surrey,https://www.medrxiv.org/content/10.1101/2020.04.29.20084277v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.29.20084277v1.full.pdf,cc_by_nd,10.1017/s0029665121000185
21672,Multinational Prevalence of Neurological Phenotypes in Patients Hospitalized with COVID-19,"OBJECTIVENeurological complications can worsen outcomes in COVID-19. We defined the prevalence of a wide range of neurological conditions among patients hospitalized with COVID-19 in geographically diverse multinational populations.

METHODSUsing electronic health record (EHR) data from 348 participating hospitals across 6 countries and 3 continents between January and September 2020, we performed a cross-sectional study of hospitalized adult and pediatric patients with a positive SARS-CoV-2 reverse transcription polymerase chain reaction test, both with and without severe COVID-19. We assessed the frequency of each disease category and 3-character International Classification of Disease (ICD) code of neurological diseases by countries, sites, time before and after admission for COVID-19, and COVID-19 severity.

RESULTSAmong the 35,177 hospitalized patients with SARS-CoV-2 infection, there was increased prevalence of disorders of consciousness (5.8%, 95% confidence interval [CI]: 3.7%-7.8%, pFDR<.001) and unspecified disorders of the brain (8.1%, 95%CI: 5.7%-10.5%, pFDR<.001), compared to pre-admission prevalence. During hospitalization, patients who experienced severe COVID-19 status had 22% (95%CI: 19%-25%) increase in the relative risk (RR) of disorders of consciousness, 24% (95%CI: 13%-35%) increase in other cerebrovascular diseases, 34% (95%CI: 20%-50%) increase in nontraumatic intracranial hemorrhage, 37% (95%CI: 17%-60%) increase in encephalitis and/or myelitis, and 72% (95%CI: 67%-77%) increase in myopathy compared to those who never experienced severe disease.

INTERPRETATIONUsing an international network and common EHR data elements, we highlight an increase in the prevalence of central and peripheral neurological phenotypes in patients hospitalized with SARS-CoV-2 infection, particularly among those with severe disease.","Le, T. T.; Gutierrez-Sacristan, A.; Son, J.; Hong, C.; South, A. M.; Beaulieu-Jones, B. K.; Loh, N. H. W.; Luo, Y.; Morris, M.; Ngiam, K. Y.; Patel, L. P.; Samayamuthu, M. J.; Schriver, E.; Tan, A. L.; Moore, J.; Cai, T.; Omenn, G. S.; Avillach, P.; Kohane, I. S.; The Consortium For Clinical Characterization Of Covid-19 By Ehr (4ce),  ; Visweswaran, S.; Mowery, D. L.; Xia, Z.",2021-01-29,Neurology,10.1101/2021.01.27.21249817,1,Zongqi Xia,University of Pittsburgh,https://www.medrxiv.org/content/10.1101/2021.01.27.21249817v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.01.27.21249817v1.full.pdf,cc_by,"NA"
