id,type,date_created,date_modified,date_published,attributes.original_publication_date,attributes.doi,title,description,attributes.is_published,attributes.is_preprint_orphan,tags,attributes.preprint_doi_created,date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.links.related.href,relationships.node.links.self.href,relationships.node.links.related.href,relationships.node.data.id,relationships.node.data.type,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.links.related.href,links.self,links.html,links.preprint_doi,links.doi,attributes.withdrawal_justification,relationships.identifiers.data,relationships.files.data,relationships.requests.data,attributes.license_record
tn2b4,preprints,2019-06-19,2019-06-20,2019-06-20,2017-03-28T22:00:00,10.1080/15456870.2017.1286343,How Journalists Think about Media Effects—And Why We Should Care,"Research suggests that journalists’ beliefs about media effects are influenced by unsystematically gathered knowledge and subjective-intuitive judgments. However, it has also been shown that these presumptions must be considered important factors for the formation of journalistic coverage. Against this background, this article synthesizes existing research on dimensions, determinants, and consequences of journalists’ presumptions of media effects. The resulting framework offers researchers in the field of journalistic content production a comprehensive overview of the possible role that presumptions of media effects could play for journalistic content creation. In a second step, we summarize the implications that the current state of research points at. We discuss why journalism scholars should integrate presumed media effects into their research agendas and what communication researchers as well as journalists themselves could do to promote more realistic beliefs about media effects among journalists.",TRUE,FALSE,content production|influence of presumed influence|influences on media content|Journalism|media effects,2019-06-20T09:25:46.475686,NA,NA,TRUE,accepted,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76e0d|5a8c80f9c698300375c76e11|Social and Behavioral Sciences|Communication|Journalism Studies,Philipp Müller and Ralf Hohlfeld,2017,https://api.osf.io/v2/preprints/tn2b4/contributors/,https://api.osf.io/v2/preprints/tn2b4/bibliographic_contributors/,https://api.osf.io/v2/preprints/tn2b4/citation/,tn2b4,preprints,https://api.osf.io/v2/preprints/tn2b4/identifiers/,https://api.osf.io/v2/preprints/tn2b4/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/tn2b4/files/,https://api.osf.io/v2/files/5d0a3fd53466a6001c90ecdb/,5d0a3fd53466a6001c90ecdb,files,https://api.osf.io/v2/preprints/tn2b4/review_actions/,https://api.osf.io/v2/preprints/tn2b4/requests/,https://api.osf.io/v2/preprints/tn2b4/,https://osf.io/preprints/socarxiv/tn2b4/,https://doi.org/10.31235/osf.io/tn2b4,https://doi.org/10.1080/15456870.2017.1286343,NA,NA,NA,NA,NA
2u6pg,preprints,2019-07-05,2019-07-05,2019-07-05,NA,NA,The Rise of Institutional Investors,"During the last decades, institutional investors gained an ever more important position as managers of assets and owners of corporations. By demanding (short-term) shareholder value, some of them have driven the financialization of corporations and of the financial sector itself. This chapter first characterizes the specific roles that private equity funds, hedge funds, and mutual funds have played in this development. It then moves on to focus on one group of institutional investors that is rapidly becoming a pivotal factor for corporate control in many countries – the “Big Three” large passive asset managers BlackRock, Vanguard and State Street.",TRUE,FALSE,Asset manager|Financialization|Hedge funds|Index funds|Institutional investors|Mutual funds|Private equity funds|Shareholder value,2019-07-05T16:09:41.873488,NA,NA,TRUE,accepted,2019-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db3|Social and Behavioral Sciences|Political Science|Other Political Science,NA,2019,https://api.osf.io/v2/preprints/2u6pg/contributors/,https://api.osf.io/v2/preprints/2u6pg/bibliographic_contributors/,https://api.osf.io/v2/preprints/2u6pg/citation/,2u6pg,preprints,https://api.osf.io/v2/preprints/2u6pg/identifiers/,https://api.osf.io/v2/preprints/2u6pg/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/2u6pg/files/,https://api.osf.io/v2/files/5d1f29fafe43a10016231bbe/,5d1f29fafe43a10016231bbe,files,https://api.osf.io/v2/preprints/2u6pg/review_actions/,https://api.osf.io/v2/preprints/2u6pg/requests/,https://api.osf.io/v2/preprints/2u6pg/,https://osf.io/preprints/socarxiv/2u6pg/,https://doi.org/10.31235/osf.io/2u6pg,NA,NA,NA,NA,NA,NA
t3b4j,preprints,2019-06-04,2019-08-11,2019-06-05,2019-02-11T05:00:00,10.1057/s41599-019-0276-z,Shall Not Be Infringed: How the NRA Used Religious Language to Transform the Meaning of the Second Amendment,"Understanding the deep meaning of the Second Amendment is critical to understanding the deeper meaning of guns in American culture. The centrality of the Second Amendment in American culture can be better understood through the intersection of American nationalism with Protestant Christianity. Understanding the transformation of the Second Amendment from an important Constitutional amendment to an article of faith in religious nationalism provides new insight about the meaning of guns for American identity. This paper argues that the NRA has capitalized on the religious nationalism that arose in the late 1970s alongside the Moral Majority and has increasingly used religious language to shape the discourse surrounding the Second Amendment. The use of religious rhetoric, such as references to evil, illustrates the merging of American civic religion with the New Christian Right’s rhetoric. Using issues of the American Rifleman to investigate the changing discourse since the mid-1970s, this paper demonstrates how the NRA increased its use of religious language to frame the political debate about gun rights through a religious nationalist lens.",TRUE,FALSE,gun culture|NRA|religious nationalism|Second Amendment,2019-06-05T03:17:47.210327,NA,NA,TRUE,accepted,2019-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e31|Social and Behavioral Sciences|Sociology|Sociology of Religion|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e51|Social and Behavioral Sciences|Sociology|Culture,NA,2019,https://api.osf.io/v2/preprints/t3b4j/contributors/,https://api.osf.io/v2/preprints/t3b4j/bibliographic_contributors/,https://api.osf.io/v2/preprints/t3b4j/citation/,t3b4j,preprints,https://api.osf.io/v2/preprints/t3b4j/identifiers/,https://api.osf.io/v2/preprints/t3b4j/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/t3b4j/files/,https://api.osf.io/v2/files/5cf6c6e0fe9cf50018bd47fe/,5cf6c6e0fe9cf50018bd47fe,files,https://api.osf.io/v2/preprints/t3b4j/review_actions/,https://api.osf.io/v2/preprints/t3b4j/requests/,https://api.osf.io/v2/preprints/t3b4j/,https://osf.io/preprints/socarxiv/t3b4j/,https://doi.org/10.31235/osf.io/t3b4j,https://doi.org/10.1057/s41599-019-0276-z,NA,NA,NA,NA,NA
8vuq6,preprints,2019-02-22,2019-07-25,2019-07-25,NA,10.24093/awejtls/vol3no1,Self-Abdication and Otherness in Philip Roth’s The Human Stain (2000),"Identity, in one of its understanding, signifies a set of characteristics that make up a person’s ethical faithfulness to, identification with, and pride of one’s origin, tradition, and culture. Remaining true to one’s identity and being faithful to the core values of one’s culture is a complicated matter when it comes to a black living in white society like America, where color and racial identity are rudimentary prerequisites in self-definition and naming. Philip Roth’s novel entitled The Human   Stain (2000) shows how some black figures undress their black identity to wear the prestigious       white one to go onward with life as full selves, to have access to all the privileges the whites enjoy,  and, above all, to live without the specter of race and the decisiveness of epidermal signs. The novel calls into question and revision such essentialist notions as other, class,andrace by describing the crises the subject or self undergoes in the light of racial prejudices, center-periphery relations, and class stereotypes. The present paper, then, addresses the act of self-abdication the protagonist, Silk Coleman, carries out to overstep the feeling of otherness and to dodge racial discrimination. The paper looks into the notions of selfhood and Otherness by negotiating the definition of the self and the distortion it undergoes in its encounter with the Other . The study aims at revealing, primarily, the effects of Black racial-passing, a common phenomenon in American society of the first half of the twentieth century, on familial relationships and cultural heritage.  It also reveals the weight of gender and class discrimination in the individual’s identity formation and well-being.",TRUE,FALSE,Other|racial-passing|self|self-abdication|The Human Stain,2019-07-25T19:16:43.485270,NA,NA,TRUE,accepted,2019-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,NA,2019,https://api.osf.io/v2/preprints/8vuq6/contributors/,https://api.osf.io/v2/preprints/8vuq6/bibliographic_contributors/,https://api.osf.io/v2/preprints/8vuq6/citation/,8vuq6,preprints,https://api.osf.io/v2/preprints/8vuq6/identifiers/,https://api.osf.io/v2/preprints/8vuq6/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/8vuq6/files/,https://api.osf.io/v2/files/5c6f5d8562c82a0017d9f73b/,5c6f5d8562c82a0017d9f73b,files,https://api.osf.io/v2/preprints/8vuq6/review_actions/,https://api.osf.io/v2/preprints/8vuq6/requests/,https://api.osf.io/v2/preprints/8vuq6/,https://osf.io/preprints/socarxiv/8vuq6/,https://doi.org/10.31235/osf.io/8vuq6,https://doi.org/10.24093/awejtls/vol3no1,NA,NA,NA,NA,NA
fxmpt,preprints,2019-02-12,2019-02-14,2019-02-14,2018-12-01T07:00:00,NA,An agent-based approach to weighted decision making in the spatially and temporally variable South African Palaeoscape,"Even a simple human foraging system has a large number of moving parts. Foragers require a complex decision making process to effectively exploit the spatially and temporally variable resources in an environment. Here we present an agent-based modelling framework, based in optimal foraging theory, for agent foragers to make mobility and foraging decisions by weighing expected caloric returns against geographic and social factors, and forecasted future return rates. We apply our Paleoscape model to a spatially explicit South African coastal landscape to better understand the human foraging system of the Middle Stone Age, when foragers began systematically exploiting a wide variety of flora and fauna in both terrestrial and inter-tidal environments. We also discuss the broader importance of agent-based models of foraging systems for a wide variety of archaeological research questions.",TRUE,FALSE,agent-based modelling|hunter-gatherers|marine foraging|middle stone age|optimal-foraging theory,2019-02-14T16:01:08.667958,NA,NA,TRUE,accepted,2019-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df6|5a8c80f9c698300375c76dfb|Social and Behavioral Sciences|Anthropology|Archaeological Anthropology,Archaeopress,2018,https://api.osf.io/v2/preprints/fxmpt/contributors/,https://api.osf.io/v2/preprints/fxmpt/bibliographic_contributors/,https://api.osf.io/v2/preprints/fxmpt/citation/,fxmpt,preprints,https://api.osf.io/v2/preprints/fxmpt/identifiers/,https://api.osf.io/v2/preprints/fxmpt/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/fxmpt/files/,https://api.osf.io/v2/files/5c63284514312700199cb73e/,5c63284514312700199cb73e,files,https://api.osf.io/v2/preprints/fxmpt/review_actions/,https://api.osf.io/v2/preprints/fxmpt/requests/,https://api.osf.io/v2/preprints/fxmpt/,https://osf.io/preprints/socarxiv/fxmpt/,https://doi.org/10.31235/osf.io/fxmpt,NA,NA,NA,NA,NA,NA
8e4am,preprints,2019-06-27,2020-08-04,2019-06-30,2015-03-20T03:00:00,NA,Dimensões da estratificação social: status e classe no Brasil contemporâneo,"(Dissertação de Mestrado / Master's thesis) Classe e status são os conceitos básicos adotados pela maioria das pesquisas sociológicas sobre desigualdades, estratificação e mobilidade social. Na formulação clássica de Max Weber, eles representam dimensões analiticamente distintas, ainda que correlacionadas, da estratificação, que podem influenciar diferentes esferas da vida social. Este trabalho explora a distinção entre as dimensões de classe e status no Brasil contemporâneo, dedicando especial atenção à questão da operacionalização desses conceitos de forma apropriada à pesquisa empírica. Mais especificamente, utilizo dados da Pesquisa das Dimensões Sociais das Desigualdades (PDSD) de 2008 para analisar, pela primeira vez, a estrutura ocupacional das amizades no Brasil e estimar, a partir dela, uma hierarquia ocupacional que interpreto como um indicador de status. Dessa forma, adoto a estratégia de construir uma escala de status que tem em seu centro a noção de distância social, em detrimento de atributos socioeconômicos ou avaliações subjetivas de prestígio. Essa escala de status está associada, sobretudo, com a educação, tanto no nível individual quanto no dos grupos ocupacionais. Ela também é altamente correlacionada a escalas de status mais tradicionais, mas apresenta discrepâncias compatíveis com sua interpretação substantiva. Além disso, a distinção entre trabalho manual e não manual parece determinante tanto na disposição dos grupos sociais ao longo da dimensão de status quanto na relação desta com as classes sociais. De forma geral, os resultados reforçam a ideia de que classe e status capturam diferentes aspectos da estrutura das desigualdades. /// Class and status are the basic concepts underlying most sociological research on inequality, stratification and social mobility. In Max Weber’s classic definition, they represent distinct, although correlated, dimensions of social stratification, that may have effects in different aspects of social life. This work explores the distinction between the class and status dimensions in contemporary Brazil, paying special attention to matters of operationalization of these concepts for purposes of empirical research. I use data from the Social Dimensions of Inequality survey (2008) to analyze, for the first time, the occupational structure of friendship in Brazil and estimate from it an occupational hierarchy that we regard as an indicator of status. Therefore, I take an approach of constructing a status scale that relies on the notion of social distance, rather than socioeconomic features of occupations or subjective evaluations of prestige. This scale is mainly associated with education, both on the individual and occupational levels. It is also highly correlated with more traditional status scales, but shows some discrepancies that are compatible with its substantive interpretation. The distinction between manual and non manual work seems to play a key role both on the rank ordering of occupational groups on the status scale and the relationship between status and social classes. The results generally support the idea that class and status grasp different aspects of the structure of inequality.",TRUE,FALSE,Brazil|class|Max Weber|social interaction|status|stratification,2019-06-30T13:58:22.322451,NA,NA,TRUE,accepted,2019-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e35|Social and Behavioral Sciences|Sociology|Inequality, Poverty, and Mobility",NA,2019,https://api.osf.io/v2/preprints/8e4am/contributors/,https://api.osf.io/v2/preprints/8e4am/bibliographic_contributors/,https://api.osf.io/v2/preprints/8e4am/citation/,8e4am,preprints,https://api.osf.io/v2/preprints/8e4am/identifiers/,https://api.osf.io/v2/preprints/8e4am/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/8e4am/files/,https://api.osf.io/v2/files/5d140b8d693ba80017931505/,5d140b8d693ba80017931505,files,https://api.osf.io/v2/preprints/8e4am/review_actions/,https://api.osf.io/v2/preprints/8e4am/requests/,https://api.osf.io/v2/preprints/8e4am/,https://osf.io/preprints/socarxiv/8e4am/,https://doi.org/10.31235/osf.io/8e4am,NA,NA,NA,NA,NA,NA
6t9ua,preprints,2019-01-13,2019-01-13,2019-01-13,NA,10.1080/19312458.2011.651347,A Trim and Fill Examination of the Extent of Publication Bias in Communication Research,"Publication bias can occur when a study is not published in an academic journal because the study did not find a statistically significant result. It can bias meta-analytic estimates upwards because the meta-analyses are missing studies that provide small estimates of the effect size under study. This paper describes the trim and fill technique of estimating the impact of publication bias on meta-analyses (Duval and Tweedie, 2000a, 2000b) and provides a worked example. A sample of 68 meta-analyses of communication research were tested for publication bias using the trim and fill technique. The results suggest that most communication meta-analyses are not substantially affected by publication bias.",TRUE,FALSE,funnel plot|meta-analysis|publication bias|trim-and-fill,2019-01-13T18:44:41.527604,NA,NA,TRUE,accepted,2019-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76e0d|5a8c80f9c698300375c76e1c|Social and Behavioral Sciences|Communication|Other Communication,Christopher J. Carpenter,2012,https://api.osf.io/v2/preprints/6t9ua/contributors/,https://api.osf.io/v2/preprints/6t9ua/bibliographic_contributors/,https://api.osf.io/v2/preprints/6t9ua/citation/,6t9ua,preprints,https://api.osf.io/v2/preprints/6t9ua/identifiers/,https://api.osf.io/v2/preprints/6t9ua/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/6t9ua/files/,https://api.osf.io/v2/files/5c3aa5f27cf3f5001ab58b60/,5c3aa5f27cf3f5001ab58b60,files,https://api.osf.io/v2/preprints/6t9ua/review_actions/,https://api.osf.io/v2/preprints/6t9ua/requests/,https://api.osf.io/v2/preprints/6t9ua/,https://osf.io/preprints/socarxiv/6t9ua/,https://doi.org/10.31235/osf.io/6t9ua,https://doi.org/10.1080/19312458.2011.651347,NA,NA,NA,NA,NA
4yxp2,preprints,2019-04-08,2019-04-09,2019-04-08,2019-04-07T23:00:00,NA,The impact of IoT security labelling on consumer product choice and willingness to pay,"Internet of Things (IoT) devices such as security cameras and smart TVs vary considerably in the extent to which they provide security features to protect users from online threats, and it is currently difficult for consumers to differentiate between them.  This creates a barrier to the adoption of purchasing behaviours that would help protect consumers from cybercrime.  One proposal to address this is for IoT devices to carry a security label to help consumers navigate the market. Using a discrete choice experiment, we estimate the potential impact of such labels on participant’s decision making, after controlling for the influence of device functionality and price.  We estimate the impact of three different labelling schemes on consumer choice, and their willingness to pay for devices that carried each of them.  With the exception of a Graded label that implied a device had weak security, participants were significantly more likely to select a device that carried a label than one that did not. Participants were also willing to pay more for devices with premium functionality and those that came with a security label.  While they were generally willing to pay more for premium functionality than security, for two of the labels tested, they were prepared to pay the same amounts. Qualitative responses suggest that participants would use a label to inform purchasing decisions, and that the labels did not generate a false sense of security.  Our findings suggest that the use of a security label represents a policy option that could influence behaviour and that should be seriously considered.",TRUE,FALSE,Internet of Things|Labelling schemes|Willingness to Pay,2019-04-08T22:26:01.492933,NA,NA,TRUE,accepted,2019-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df4|Social and Behavioral Sciences|Science and Technology Studies,Shane D Johnson|John Blythe|Matthew Manning|and Gabriel Wong,2019,https://api.osf.io/v2/preprints/4yxp2/contributors/,https://api.osf.io/v2/preprints/4yxp2/bibliographic_contributors/,https://api.osf.io/v2/preprints/4yxp2/citation/,4yxp2,preprints,https://api.osf.io/v2/preprints/4yxp2/identifiers/,https://api.osf.io/v2/preprints/4yxp2/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/4yxp2/files/,https://api.osf.io/v2/files/5cab84f9641d10001abfc6d8/,5cab84f9641d10001abfc6d8,files,https://api.osf.io/v2/preprints/4yxp2/review_actions/,https://api.osf.io/v2/preprints/4yxp2/requests/,https://api.osf.io/v2/preprints/4yxp2/,https://osf.io/preprints/socarxiv/4yxp2/,https://doi.org/10.31235/osf.io/4yxp2,NA,NA,NA,NA,NA,NA
fmvpe,preprints,2019-03-18,2020-07-16,2019-03-19,2019-03-01T05:00:00,10.1111/socf.12482,"Global Norms vs. Global Actors: International Politics, Muslim Identity, and Support for Shariʿa","Many scholars argue that local cultures are an impediment to the diffusion of “global” norms. Others point out that local populations domesticate global cultural elements by integrating them into preexisting cultures, generating hybridized systems. In the current study, I argue that local cultures are not necessarily impediments to cultural change and hybridization is only one aspect of cultural domestication. Instead, I find that individuals attribute global norms to local cultural objects as a means for disassociating putatively universal norms from the powerful actors that dominate international politics. I illustrate this process using the case of support for shariʿa (sometimes called Islamic law) in majority‐Muslim countries. Results of multimethod analyses show that with the exception of attitudes about gender roles and sexuality, Muslims who support implementing shariʿa do not systematically object to many so‐called global norms; in fact, they may express more enthusiasm about democracy, tolerance for people of other religions, optimism about scientific advances, and concern for environmental preservation than those who oppose implementing shariʿa. Likewise, many Muslims assert their full participation in global society on terms not dictated by Western actors by repackaging ostensibly universal norms as components of the unambiguously local shariʿa.",TRUE,FALSE,cultural change|global society|local culture|MENA|shari'a|symbolic boundaries,2019-03-19T14:29:41.885455,NA,NA,TRUE,accepted,2019-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e30|Social and Behavioral Sciences|Sociology|Global and Transnational Sociology,Brandon Gorman,2019,https://api.osf.io/v2/preprints/fmvpe/contributors/,https://api.osf.io/v2/preprints/fmvpe/bibliographic_contributors/,https://api.osf.io/v2/preprints/fmvpe/citation/,fmvpe,preprints,https://api.osf.io/v2/preprints/fmvpe/identifiers/,https://api.osf.io/v2/preprints/fmvpe/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/fmvpe/files/,https://api.osf.io/v2/files/5c8fb30c4712b400183b25b8/,5c8fb30c4712b400183b25b8,files,https://api.osf.io/v2/preprints/fmvpe/review_actions/,https://api.osf.io/v2/preprints/fmvpe/requests/,https://api.osf.io/v2/preprints/fmvpe/,https://osf.io/preprints/socarxiv/fmvpe/,https://doi.org/10.31235/osf.io/fmvpe,https://doi.org/10.1111/socf.12482,NA,NA,NA,NA,NA
bceku,preprints,2019-10-11,2019-10-13,2019-10-13,NA,10.24093/awej/th.244,The Expression of Indefiniteness in English and Arabic: A Contrastive  Study,"Indefiniteness is a semantic feature expressed by grammatical devices to be used linguistically depending on pragmatic factors. So, the present study deals with indefiniteness syntactically, semantically and pragmatically. These levels are related to each other and it is not easy to draw lines between them. The study aims at (1)Pointing  out how the concept of indefiniteness is expressed grammatically in English and Arabic, and show the role of articles in expressing the concept.(2)Showing the syntactic, semantic and pragmatic uses of the indefinite expression in English and Arabic.(3)Identifying the similarity and difference between the two languages at the syntactic, semantic, and pragmatic levels which may help to get a common core that contributes to the belief in the existence of language universals. The procedures followed in this study include an introduction about the concept of indefiniteness, and a brief survey of indefiniteness in thirty-one languages to show how this concept is expressed in them. Then, indefiniteness in English and Arabic is dealt with at the syntactic, semantic, and pragmatic levels. This is followed by a contrastive analysis to point out the similarities and differences between the two languages.
The study has come to the conclusion that, in English, the indefinite feature exists in the noun, not in the article, and the article has a syntactic function rather than a semantic one. The study shows also that, semantically, indefiniteness in English and Arabic is almost the same, and its function is internal to the language system. Syntactically and pragmatically, indefiniteness in Arabic is more powerful and active than it is in English. Syntactically, the indefinite item is obligatory in certain positions to perform different functions. Pragmatically, the indefinite item acquires additional meaning from the context in which it occurs.",TRUE,FALSE,articles|contrastive study|definiteness|indefiniteness|nouns|pragmatics|semantics|syntax,2019-10-13T12:32:22.222017,NA,NA,TRUE,accepted,2019-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,NA,2019,https://api.osf.io/v2/preprints/bceku/contributors/,https://api.osf.io/v2/preprints/bceku/bibliographic_contributors/,https://api.osf.io/v2/preprints/bceku/citation/,bceku,preprints,https://api.osf.io/v2/preprints/bceku/identifiers/,https://api.osf.io/v2/preprints/bceku/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/bceku/files/,https://api.osf.io/v2/files/5da0278426eb50000e7fb890/,5da0278426eb50000e7fb890,files,https://api.osf.io/v2/preprints/bceku/review_actions/,https://api.osf.io/v2/preprints/bceku/requests/,https://api.osf.io/v2/preprints/bceku/,https://osf.io/preprints/socarxiv/bceku/,https://doi.org/10.31235/osf.io/bceku,https://doi.org/10.24093/awej/th.244,NA,NA,NA,NA,NA
tf4rk,preprints,2019-05-26,2020-07-18,2019-05-27,2018-04-16T21:00:00,NA,Two worlds collide? Mapping the third space of ICT integration in early childhood education,"The current stage of early years information and communication technology (ICT) integration research has been criticized for not paying enough attention to the unique pedagogical features of early childhood education. Similarly, children’s views about educational use of ICT have been underrepresented in research. This dissertation study contributes to resolving these gaps in the literature by exploring children’s ideas and preservice teachers’ beliefs regarding the role of ICT in early childhood education.

The study consists of two data sets that are reported in three empirical articles. The first study focused on children’s ideas and their contextual roots. The second study explored preservice teachers’ beliefs about children and ICT at home. The third study investigated preservice teachers’ perceptions of ICT integration through the frames of teaching, education, and care, referred to as the EDUCARE approach. In this compilation, the findings of the empirical studies are scrutinized through the analytical device of third space theory.

The findings suggest that there is a dissonance between the meanings children and preservice teachers give to ICT use. Children conceptualized ICT use as a leisure activity whereas preservice teachers approached ICT mainly through learning. The findings also imply that although EDUCARE has been described as a holistic framework in the context of ICT integration, the framework acts as a disintegrating vehicle: When ICT integration was approached from the perspective of teaching, the views were mainly positive. When the perspective was changed to care, the views were profoundly negative. Care-related concerns were associated with preservice teachers’ beliefs about children’s use of ICT at home being extensive and unregulated. Another exaggerated belief was considering children born-competent ICT users.

The results of this study have several implications for early childhood education, as well as preservice teacher education. To make ICT pedagogy truly meaningful for children, ICT should be approached as a cultural form, and space should be given for children’s views, values, and experiences. Additionally, educational technology courses need to pay more attention to aspects of care, as well as to preservice teachers’ often unrealistic beliefs about children and technology.",TRUE,FALSE,Digital media|early childhood education|educational technology|technology integration|Third space,2019-05-27T12:49:42.277983,NA,NA,TRUE,accepted,2019-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f6c698300375c76d4e|5a8c80f6c698300375c76d55|Education|Early Childhood Education,NA,2019,https://api.osf.io/v2/preprints/tf4rk/contributors/,https://api.osf.io/v2/preprints/tf4rk/bibliographic_contributors/,https://api.osf.io/v2/preprints/tf4rk/citation/,tf4rk,preprints,https://api.osf.io/v2/preprints/tf4rk/identifiers/,https://api.osf.io/v2/preprints/tf4rk/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/tf4rk/files/,https://api.osf.io/v2/files/5cea6c122a50c4001781b5df/,5cea6c122a50c4001781b5df,files,https://api.osf.io/v2/preprints/tf4rk/review_actions/,https://api.osf.io/v2/preprints/tf4rk/requests/,https://api.osf.io/v2/preprints/tf4rk/,https://osf.io/preprints/socarxiv/tf4rk/,https://doi.org/10.31235/osf.io/tf4rk,NA,NA,NA,NA,NA,NA
